id_video,sent,received,started,succeeded,time_request
86,2023-10-28T03:18:33.133283,2023-10-28T03:18:33.134429,2023-10-28T03:18:33.135970,2023-10-28T03:19:49.634578,76501.295
81,2023-10-28T03:18:33.142471,2023-10-28T03:18:33.137288,2023-10-28T03:19:49.635954,2023-10-28T03:21:04.690845,151548.37399999998
83,2023-10-28T03:18:33.144978,2023-10-28T03:18:33.138285,2023-10-28T03:21:04.692009,2023-10-28T03:22:19.578911,226433.933
84,2023-10-28T03:18:33.147852,2023-10-28T03:18:33.139128,2023-10-28T03:22:19.579895,2023-10-28T03:23:33.221111,300073.259
85,2023-10-28T03:18:33.150878,2023-10-28T03:18:33.142903,2023-10-28T03:23:33.221807,2023-10-28T03:24:47.630176,374479.29799999995
82,2023-10-28T03:18:33.153245,2023-10-28T03:19:49.637272,2023-10-28T03:24:47.630957,2023-10-28T03:26:01.362799,448209.554
87,2023-10-28T03:18:33.596365,2023-10-28T03:21:04.693438,2023-10-28T03:26:01.363520,2023-10-28T03:27:16.631775,523035.41
88,2023-10-28T03:18:33.660144,2023-10-28T03:22:19.580916,2023-10-28T03:27:16.632452,2023-10-28T03:28:33.554706,599894.5619999999
90,2023-10-28T03:18:33.661331,2023-10-28T03:23:33.223148,2023-10-28T03:28:33.555431,2023-10-28T03:29:50.659157,676997.826
89,2023-10-28T03:18:33.715506,2023-10-28T03:24:47.632159,2023-10-28T03:29:50.660059,2023-10-28T03:31:09.170595,755455.089
95,2023-10-28T03:18:34.534285,2023-10-28T03:26:01.364924,2023-10-28T03:31:09.171151,2023-10-28T03:32:25.752941,831218.656
93,2023-10-28T03:18:34.544850,2023-10-28T03:27:16.633855,2023-10-28T03:32:25.753696,2023-10-28T03:33:40.827816,906282.966
94,2023-10-28T03:18:34.547855,2023-10-28T03:28:33.556624,2023-10-28T03:33:40.828873,2023-10-28T03:34:54.587995,980040.1399999999
96,2023-10-28T03:18:34.552437,2023-10-28T03:29:50.661349,2023-10-28T03:34:54.588632,2023-10-28T03:36:08.871002,1054318.565
92,2023-10-28T03:18:34.555674,2023-10-28T03:31:09.172619,2023-10-28T03:36:08.872187,2023-10-28T03:37:24.585892,1130030.218
91,2023-10-28T03:18:34.558329,2023-10-28T03:32:25.755900,2023-10-28T03:37:24.587098,2023-10-28T03:38:42.678863,1208120.534
97,2023-10-28T03:18:35.141568,2023-10-28T03:33:40.830550,2023-10-28T03:38:42.681344,2023-10-28T03:40:02.654598,1287513.03
99,2023-10-28T03:18:35.142856,2023-10-28T03:34:54.589000,2023-10-28T03:40:02.655638,2023-10-28T03:41:22.034734,1366891.8779999998
98,2023-10-28T03:18:35.144435,2023-10-28T03:36:08.872640,2023-10-28T03:41:22.035638,2023-10-28T03:42:40.415685,1445271.25
100,2023-10-28T03:18:35.146573,2023-10-28T03:37:24.587883,2023-10-28T03:42:40.488464,2023-10-28T03:43:57.488434,1522341.861
