id_video,sent,received,started,succeeded,time_request
1,2023-11-09T00:04:56.904696,2023-11-09T00:04:56.904289,2023-11-09T00:04:56.906468,2023-11-09T00:06:10.611072,73706.376
3,2023-11-09T00:04:56.903599,2023-11-09T00:04:56.905242,2023-11-09T00:06:10.613095,2023-11-09T00:07:25.391836,148488.237
4,2023-11-09T00:04:56.928795,2023-11-09T00:04:56.929242,2023-11-09T00:07:25.392767,2023-11-09T00:08:39.242520,222313.725
5,2023-11-09T00:04:56.953749,2023-11-09T00:04:56.954014,2023-11-09T00:08:39.244178,2023-11-09T00:09:54.446183,297492.434
2,2023-11-09T00:04:56.998836,2023-11-09T00:04:56.999542,2023-11-09T00:09:54.447283,2023-11-09T00:11:11.556707,374557.871
10,2023-11-09T00:04:57.457660,2023-11-09T00:06:10.613443,2023-11-09T00:11:11.558163,2023-11-09T00:12:27.950302,450492.642
9,2023-11-09T00:04:57.465271,2023-11-09T00:07:25.393952,2023-11-09T00:12:27.951148,2023-11-09T00:13:44.957825,527492.554
8,2023-11-09T00:04:57.491914,2023-11-09T00:08:39.245767,2023-11-09T00:13:44.959147,2023-11-09T00:15:02.676735,605184.8210000001
6,2023-11-09T00:04:57.564954,2023-11-09T00:09:54.448592,2023-11-09T00:15:02.678140,2023-11-09T00:16:19.109582,681544.628
7,2023-11-09T00:04:57.641516,2023-11-09T00:11:11.558652,2023-11-09T00:16:19.111064,2023-11-09T00:17:35.417792,757776.2760000001
