id_video,sent,finished,time_request
450,2023-11-18T04:46:22.204637,2023-11-18T04:47:38.891836,76687.19900000001
457,2023-11-18T04:46:22.827111,2023-11-18T04:48:55.807003,152979.892
453,2023-11-18T04:46:22.241355,2023-11-18T04:50:10.983954,228742.59900000002
451,2023-11-18T04:46:22.214968,2023-11-18T04:50:14.035982,231821.014
454,2023-11-18T04:46:22.339096,2023-11-18T04:51:26.872261,304533.165
452,2023-11-18T04:46:22.248926,2023-11-18T04:51:31.189140,308940.21400000004
455,2023-11-18T04:46:22.870334,2023-11-18T04:52:42.490332,379619.998
458,2023-11-18T04:46:22.803319,2023-11-18T04:52:46.418512,383615.19299999997
456,2023-11-18T04:46:22.877795,2023-11-18T04:53:40.166335,437288.54000000004
459,2023-11-18T04:46:23.107113,2023-11-18T04:53:58.580613,455473.5
