id_video,sent,received,started,succeeded,time_request
6,2023-11-09T13:55:22.280059,2023-11-09T13:55:22.280669,2023-11-09T13:55:22.281231,2023-11-09T13:56:35.658614,73378.55500000001
1,2023-11-09T13:55:22.284682,2023-11-09T13:55:22.284977,2023-11-09T13:56:35.659795,2023-11-09T13:57:48.496357,146211.67500000002
4,2023-11-09T13:55:22.287936,2023-11-09T13:55:22.285858,2023-11-09T13:57:48.497779,2023-11-09T13:59:02.532059,220244.123
3,2023-11-09T13:55:22.303796,2023-11-09T13:55:22.303390,2023-11-09T13:59:02.532936,2023-11-09T14:00:16.542439,294238.64300000004
5,2023-11-09T13:55:22.307034,2023-11-09T13:55:22.304542,2023-11-09T14:00:16.542941,2023-11-09T14:01:30.070482,367763.448
2,2023-11-09T13:55:22.611286,2023-11-09T13:56:35.660424,2023-11-09T14:01:30.071273,2023-11-09T14:02:44.932057,442320.771
8,2023-11-09T13:55:22.680310,2023-11-09T13:57:48.498152,2023-11-09T14:02:44.932656,2023-11-09T14:03:59.943859,517263.549
10,2023-11-09T13:55:22.749614,2023-11-09T13:59:02.534268,2023-11-09T14:03:59.945873,2023-11-09T14:05:14.998299,592248.685
7,2023-11-09T13:55:22.753768,2023-11-09T14:00:16.544200,2023-11-09T14:05:14.999133,2023-11-09T14:06:30.898157,668144.3890000001
11,2023-11-09T13:55:22.840597,2023-11-09T14:01:30.072770,2023-11-09T14:06:30.899148,2023-11-09T14:07:47.493674,744653.077
9,2023-11-09T13:55:23.016037,2023-11-09T14:02:44.934613,2023-11-09T14:07:47.494808,2023-11-09T14:09:05.216492,822200.4550000001
12,2023-11-09T13:55:23.032389,2023-11-09T14:03:59.946553,2023-11-09T14:09:05.217001,2023-11-09T14:10:25.688975,902656.5859999999
13,2023-11-09T13:55:23.046812,2023-11-09T14:05:15.000541,2023-11-09T14:10:25.689529,2023-11-09T14:11:44.198816,981152.0040000001
16,2023-11-09T13:55:23.199805,2023-11-09T14:06:30.901073,2023-11-09T14:11:44.199819,2023-11-09T14:13:01.138096,1057938.291
14,2023-11-09T13:55:23.238973,2023-11-09T14:07:47.497929,2023-11-09T14:13:01.139026,2023-11-09T14:14:15.646230,1132407.257
15,2023-11-09T13:55:23.262305,2023-11-09T14:09:05.218410,2023-11-09T14:14:15.647048,2023-11-09T14:15:32.094820,1208832.5150000001
19,2023-11-09T13:55:23.391471,2023-11-09T14:10:25.691378,2023-11-09T14:15:32.095461,2023-11-09T14:16:50.020339,1286628.868
18,2023-11-09T13:55:23.424264,2023-11-09T14:11:44.200577,2023-11-09T14:16:50.021676,2023-11-09T14:18:09.908914,1366484.6500000001
17,2023-11-09T13:55:23.456040,2023-11-09T14:13:01.140169,2023-11-09T14:18:09.909483,2023-11-09T14:19:30.052678,1446596.638
20,2023-11-09T13:55:23.552391,2023-11-09T14:14:15.648424,2023-11-09T14:19:30.054357,2023-11-09T14:20:49.288653,1525736.2619999999
25,2023-11-09T13:55:23.980546,2023-11-09T14:15:32.097250,2023-11-09T14:20:49.289623,2023-11-09T14:22:07.412079,1603431.533
21,2023-11-09T13:55:23.981963,2023-11-09T14:16:50.024158,2023-11-09T14:22:07.412628,2023-11-09T14:23:21.870909,1677888.946
24,2023-11-09T13:55:24.047818,2023-11-09T14:18:09.911429,2023-11-09T14:23:21.871430,2023-11-09T14:24:35.813047,1751765.229
26,2023-11-09T13:55:24.049393,2023-11-09T14:19:30.055210,2023-11-09T14:24:35.813567,2023-11-09T14:25:50.609573,1826560.18
23,2023-11-09T13:55:24.074747,2023-11-09T14:20:49.290804,2023-11-09T14:25:50.610376,2023-11-09T14:27:06.109897,1902035.15
