id_video,sent,finished,time_request
275,2023-12-01T22:12:01.762Z,2023-12-01T22:14:52.245689Z,170483.68899999998
271,2023-12-01T22:12:01.549Z,2023-12-01T22:14:52.519644Z,170970.644
274,2023-12-01T22:12:01.762Z,2023-12-01T22:14:53.356605Z,171594.605
279,2023-12-01T22:12:02.212Z,2023-12-01T22:17:41.924297Z,339712.29699999996
283,2023-12-01T22:12:03.034Z,2023-12-01T22:17:42.757612Z,339723.612
282,2023-12-01T22:12:03.363Z,2023-12-01T22:17:51.938471Z,348575.471
284,2023-12-01T22:12:03.045Z,2023-12-01T22:20:29.783679Z,506738.679
286,2023-12-01T22:12:03.888Z,2023-12-01T22:20:29.987133Z,506099.133
287,2023-12-01T22:12:03.312Z,2023-12-01T22:20:36.975851Z,513663.851
280,2023-12-01T22:12:02.356Z,2023-12-01T22:23:19.302706Z,676946.706
278,2023-12-01T22:12:02.19Z,2023-12-01T22:23:19.127407Z,676937.407
281,2023-12-01T22:12:03.244Z,2023-12-01T22:23:21.815719Z,678571.719
290,2023-12-01T22:12:03.607Z,2023-12-01T22:26:12.895324Z,849288.324
272,2023-12-01T22:12:01.91Z,2023-12-01T22:26:13.228995Z,851318.995
276,2023-12-01T22:12:01.929Z,2023-12-01T22:26:24.099400Z,862170.4
277,2023-12-01T22:12:02.176Z,2023-12-01T22:28:54.438823Z,1012262.823
285,2023-12-01T22:12:02.927Z,2023-12-01T22:29:03.505341Z,1020578.341
289,2023-12-01T22:12:03.554Z,2023-12-01T22:29:13.820478Z,1030266.478
273,2023-12-01T22:12:02.07Z,2023-12-01T22:31:48.183689Z,1186113.689
288,2023-12-01T22:12:03.455Z,2023-12-01T22:31:52.482057Z,1189027.057
