id_video,sent,received,started,succeeded,time_request
84,2023-10-28T05:16:25.214396,2023-10-28T05:16:25.211857,2023-10-28T05:16:25.213355,2023-10-28T05:17:39.379539,74165.143
86,2023-10-28T05:16:25.218219,2023-10-28T05:16:25.212792,2023-10-28T05:17:39.380292,2023-10-28T05:18:53.450405,148232.18600000002
83,2023-10-28T05:16:25.221074,2023-10-28T05:16:25.216453,2023-10-28T05:18:53.451816,2023-10-28T05:20:07.296175,222075.101
85,2023-10-28T05:16:25.224983,2023-10-28T05:16:25.217172,2023-10-28T05:20:07.297053,2023-10-28T05:21:21.254425,296029.44200000004
81,2023-10-28T05:16:25.223530,2023-10-28T05:16:25.221611,2023-10-28T05:21:21.254972,2023-10-28T05:22:33.987050,368763.52
82,2023-10-28T05:16:25.231352,2023-10-28T05:17:39.381385,2023-10-28T05:22:33.987647,2023-10-28T05:23:46.973879,441742.527
89,2023-10-28T05:16:25.928310,2023-10-28T05:18:53.452457,2023-10-28T05:23:46.974897,2023-10-28T05:24:59.506858,513578.54799999995
88,2023-10-28T05:16:26.090002,2023-10-28T05:20:07.297911,2023-10-28T05:24:59.507770,2023-10-28T05:26:11.823557,585733.555
87,2023-10-28T05:16:26.093935,2023-10-28T05:21:21.256043,2023-10-28T05:26:11.824565,2023-10-28T05:27:24.429209,658335.274
92,2023-10-28T05:16:26.098625,2023-10-28T05:22:33.988683,2023-10-28T05:27:24.430424,2023-10-28T05:28:37.393639,731295.0140000001
90,2023-10-28T05:16:26.101949,2023-10-28T05:23:46.975845,2023-10-28T05:28:37.394586,2023-10-28T05:29:50.543139,804441.1900000001
91,2023-10-28T05:16:26.107735,2023-10-28T05:24:59.508766,2023-10-28T05:29:50.543975,2023-10-28T05:31:04.054443,877946.708
93,2023-10-28T05:16:26.596295,2023-10-28T05:26:11.825775,2023-10-28T05:31:04.054828,2023-10-28T05:32:16.433945,949837.65
96,2023-10-28T05:16:26.603572,2023-10-28T05:27:24.431180,2023-10-28T05:32:16.434640,2023-10-28T05:33:30.081721,1023478.149
97,2023-10-28T05:16:26.611827,2023-10-28T05:28:37.395708,2023-10-28T05:33:30.082642,2023-10-28T05:34:43.834629,1097222.802
95,2023-10-28T05:16:26.618823,2023-10-28T05:29:50.545102,2023-10-28T05:34:43.835701,2023-10-28T05:35:57.195812,1170576.9889999998
98,2023-10-28T05:16:27.024221,2023-10-28T05:31:04.056923,2023-10-28T05:35:57.196801,2023-10-28T05:37:10.542223,1243518.002
99,2023-10-28T05:16:27.060959,2023-10-28T05:32:16.435845,2023-10-28T05:37:10.543124,2023-10-28T05:38:24.389074,1317328.115
94,2023-10-28T05:16:27.062659,2023-10-28T05:33:30.082904,2023-10-28T05:38:24.390036,2023-10-28T05:39:38.296847,1391234.1879999998
100,2023-10-28T05:16:27.109052,2023-10-28T05:34:43.837161,2023-10-28T05:39:38.297805,2023-10-28T05:40:51.547889,1464438.8369999998
101,2023-10-28T05:16:27.604172,2023-10-28T05:35:57.197590,2023-10-28T05:40:51.548456,2023-10-28T05:42:05.359940,1537755.768
103,2023-10-28T05:16:27.606803,2023-10-28T05:37:10.544218,2023-10-28T05:42:05.360777,2023-10-28T05:43:18.510254,1610903.451
102,2023-10-28T05:16:27.621533,2023-10-28T05:38:24.391096,2023-10-28T05:43:18.511261,2023-10-28T05:44:31.038139,1683416.606
104,2023-10-28T05:16:27.640078,2023-10-28T05:39:38.298856,2023-10-28T05:44:31.038898,2023-10-28T05:45:43.801772,1756161.694
