id_video,sent,finished,time_request
102,2023-12-01T17:56:07.403Z,2023-12-01T17:59:13.657677Z,186254.677
101,2023-12-01T17:56:07.403Z,2023-12-01T17:59:14.484649Z,187081.649
103,2023-12-01T17:56:07.708Z,2023-12-01T17:59:16.695123Z,188987.123
109,2023-12-01T17:56:08.104Z,2023-12-01T18:02:17.932281Z,369828.281
122,2023-12-01T17:56:09.709Z,2023-12-01T18:02:16.206552Z,366497.55199999997
106,2023-12-01T17:56:08.155Z,2023-12-01T18:02:20.808499Z,372653.499
98,2023-12-01T17:56:07.578Z,2023-12-01T18:05:23.777377Z,556199.377
126,2023-12-01T17:56:10.112Z,2023-12-01T18:05:25.489286Z,555377.2860000001
97,2023-12-01T17:56:07.431Z,2023-12-01T18:05:30.346140Z,562915.1399999999
115,2023-12-01T17:56:09.103Z,2023-12-01T18:08:21.812833Z,732709.833
120,2023-12-01T17:56:09.412Z,2023-12-01T18:08:21.958300Z,732546.2999999999
92,2023-12-01T17:56:06.784Z,2023-12-01T18:08:39.114766Z,752330.7660000001
123,2023-12-01T17:56:09.77Z,2023-12-01T18:11:13.183753Z,903413.753
121,2023-12-01T17:56:09.531Z,2023-12-01T18:11:13.471109Z,903940.109
113,2023-12-01T17:56:08.914Z,2023-12-01T18:11:48.574655Z,939660.655
116,2023-12-01T17:56:09.036Z,2023-12-01T18:14:04.824446Z,1075788.446
105,2023-12-01T17:56:07.96Z,2023-12-01T18:14:05.188017Z,1077228.017
130,2023-12-01T17:56:10.273Z,2023-12-01T18:14:57.062055Z,1126789.055
100,2023-12-01T17:56:07.448Z,2023-12-01T18:16:57.677935Z,1250229.935
104,2023-12-01T17:56:07.939Z,2023-12-01T18:17:02.744803Z,1254805.803
95,2023-12-01T17:56:06.794Z,2023-12-01T18:17:54.839355Z,1308045.355
118,2023-12-01T17:56:09.336Z,2023-12-01T18:19:51.227664Z,1421891.664
114,2023-12-01T17:56:08.894Z,2023-12-01T18:19:57.477634Z,1428583.634
93,2023-12-01T17:56:06.784Z,2023-12-01T18:20:45.048252Z,1478264.2519999999
112,2023-12-01T17:56:08.914Z,2023-12-01T18:22:39.097653Z,1590183.653
117,2023-12-01T17:56:09.651Z,2023-12-01T18:22:46.084390Z,1596433.39
111,2023-12-01T17:56:09.243Z,2023-12-01T18:23:44.221017Z,1654978.017
125,2023-12-01T17:56:09.805Z,2023-12-01T18:25:36.227048Z,1766422.048
110,2023-12-01T17:56:08.31Z,2023-12-01T18:25:45.173014Z,1776863.014
127,2023-12-01T17:56:10.071Z,2023-12-01T18:26:45.255059Z,1835184.059
108,2023-12-01T17:56:08.075Z,2023-12-01T18:28:29.677905Z,1941602.905
128,2023-12-01T17:56:10.112Z,2023-12-01T18:28:38.598030Z,1948486.03
99,2023-12-01T17:56:07.348Z,2023-12-01T18:29:39.949376Z,2012601.3760000002
91,2023-12-01T17:56:06.834Z,2023-12-01T18:31:25.895239Z,2119061.239
124,2023-12-01T17:56:09.894Z,2023-12-01T18:31:35.114289Z,2125220.289
107,2023-12-01T17:56:08.178Z,2023-12-01T18:32:39.127602Z,2190949.602
129,2023-12-01T17:56:10.219Z,2023-12-01T18:34:19.461950Z,2289242.9499999997
94,2023-12-01T17:56:06.834Z,2023-12-01T18:34:27.243243Z,2300409.2430000002
96,2023-12-01T17:56:06.785Z,2023-12-01T18:35:39.416790Z,2372631.79
119,2023-12-01T17:56:09.336Z,2023-12-01T18:37:13.543139Z,2464207.139
