id_video,sent,finished,time_request
24,2023-11-18T17:59:31.104446,2023-11-18T18:00:45.940028,74835.58200000001
33,2023-11-18T17:59:32.007643,2023-11-18T18:02:02.321928,150314.285
25,2023-11-18T17:59:31.110121,2023-11-18T18:03:17.322901,226212.78
23,2023-11-18T17:59:31.224630,2023-11-18T18:04:01.082540,269857.91000000003
27,2023-11-18T17:59:31.453891,2023-11-18T18:04:31.934101,300480.21
26,2023-11-18T17:59:31.141433,2023-11-18T18:05:19.605253,348463.82
21,2023-11-18T17:59:31.050497,2023-11-18T18:05:45.841004,374790.507
22,2023-11-18T17:59:31.155652,2023-11-18T18:06:36.285406,425129.754
36,2023-11-18T17:59:32.073991,2023-11-18T18:07:03.457067,451383.076
30,2023-11-18T17:59:31.535920,2023-11-18T18:07:22.020352,470484.43200000003
28,2023-11-18T17:59:31.549836,2023-11-18T18:07:53.794845,502245.00899999996
38,2023-11-18T17:59:32.415660,2023-11-18T18:08:20.551935,528136.2749999999
29,2023-11-18T17:59:31.557765,2023-11-18T18:08:38.852258,547294.493
35,2023-11-18T17:59:32.040037,2023-11-18T18:09:13.460150,581420.113
32,2023-11-18T17:59:32.191634,2023-11-18T18:09:39.673005,607481.3709999999
31,2023-11-18T17:59:32.048925,2023-11-18T18:09:54.559844,622510.919
34,2023-11-18T17:59:32.098426,2023-11-18T18:10:29.640403,657541.977
40,2023-11-18T17:59:32.457019,2023-11-18T18:10:57.458606,685001.5869999999
37,2023-11-18T17:59:32.355335,2023-11-18T18:11:12.433773,700078.438
39,2023-11-18T17:59:32.402835,2023-11-18T18:11:47.243377,734840.542
