id_video,sent,received,started,succeeded,time_request
12,2023-11-09T00:21:15.009651,2023-11-09T00:21:15.010261,2023-11-09T00:21:15.011703,2023-11-09T00:22:29.652494,74642.843
15,2023-11-09T00:21:15.012948,2023-11-09T00:21:15.011320,2023-11-09T00:22:29.654290,2023-11-09T00:23:43.326424,148313.476
14,2023-11-09T00:21:15.014531,2023-11-09T00:21:15.013340,2023-11-09T00:23:43.327860,2023-11-09T00:24:57.357837,222343.306
11,2023-11-09T00:21:15.018626,2023-11-09T00:21:15.018224,2023-11-09T00:24:57.358577,2023-11-09T00:26:11.205668,296187.042
13,2023-11-09T00:21:15.019467,2023-11-09T00:21:15.019027,2023-11-09T00:26:11.206612,2023-11-09T00:27:24.808653,369789.186
16,2023-11-09T00:21:15.497408,2023-11-09T00:22:29.654762,2023-11-09T00:27:24.810039,2023-11-09T00:28:37.824540,442327.132
17,2023-11-09T00:21:15.526831,2023-11-09T00:23:43.328915,2023-11-09T00:28:37.826128,2023-11-09T00:29:52.016955,516490.124
20,2023-11-09T00:21:15.554170,2023-11-09T00:24:57.359951,2023-11-09T00:29:52.017752,2023-11-09T00:31:06.073209,590519.039
19,2023-11-09T00:21:15.577595,2023-11-09T00:26:11.207732,2023-11-09T00:31:06.073963,2023-11-09T00:32:20.455522,664877.927
18,2023-11-09T00:21:16.075421,2023-11-09T00:27:24.810905,2023-11-09T00:32:20.456726,2023-11-09T00:33:36.558145,740482.7239999999
