id_video,sent,received,started,succeeded,time_request
44,2023-10-28T01:54:47.772253,2023-10-28T01:54:47.772712,2023-10-28T01:54:47.776151,2023-10-28T01:56:04.837202,77064.949
41,2023-10-28T01:54:47.775498,2023-10-28T01:54:47.774284,2023-10-28T01:56:04.838938,2023-10-28T01:57:22.677758,154902.26
42,2023-10-28T01:54:47.779526,2023-10-28T01:54:47.779982,2023-10-28T01:57:22.678976,2023-10-28T01:58:42.190714,234411.18800000002
46,2023-10-28T01:54:47.835227,2023-10-28T01:54:47.829187,2023-10-28T01:58:42.191813,2023-10-28T02:00:00.029792,312194.565
45,2023-10-28T01:54:47.878804,2023-10-28T01:54:47.834264,2023-10-28T02:00:00.030461,2023-10-28T02:01:17.580680,389701.87600000005
43,2023-10-28T01:54:47.838823,2023-10-28T01:56:04.839864,2023-10-28T02:01:17.581302,2023-10-28T02:02:34.611840,466773.017
47,2023-10-28T01:54:48.504210,2023-10-28T01:57:22.679771,2023-10-28T02:02:34.613479,2023-10-28T02:03:51.212795,542708.585
48,2023-10-28T01:54:48.511268,2023-10-28T01:58:42.193872,2023-10-28T02:03:51.213964,2023-10-28T02:05:07.972052,619460.784
50,2023-10-28T01:54:48.515830,2023-10-28T02:00:00.032164,2023-10-28T02:05:07.972910,2023-10-28T02:06:24.370801,695854.971
49,2023-10-28T01:54:48.526943,2023-10-28T02:01:17.583237,2023-10-28T02:06:24.372033,2023-10-28T02:07:41.138581,772611.6379999999
53,2023-10-28T01:54:49.778216,2023-10-28T02:02:34.614178,2023-10-28T02:07:41.139854,2023-10-28T02:09:00.965256,851187.04
52,2023-10-28T01:54:49.948380,2023-10-28T02:03:51.214696,2023-10-28T02:09:00.966240,2023-10-28T02:10:26.936578,936988.198
55,2023-10-28T01:54:50.008350,2023-10-28T02:05:07.973993,2023-10-28T02:10:26.937628,2023-10-28T02:11:56.107733,1026099.383
51,2023-10-28T01:54:49.955001,2023-10-28T02:06:24.372468,2023-10-28T02:11:56.109143,2023-10-28T02:13:21.453413,1111498.412
54,2023-10-28T01:54:49.989693,2023-10-28T02:07:41.141126,2023-10-28T02:13:21.454027,2023-10-28T02:14:42.410124,1192420.431
56,2023-10-28T01:54:50.015045,2023-10-28T02:09:00.967922,2023-10-28T02:14:42.411172,2023-10-28T02:16:05.395773,1275380.7280000001
58,2023-10-28T01:54:50.789538,2023-10-28T02:10:26.939855,2023-10-28T02:16:05.396898,2023-10-28T02:17:23.903909,1353114.3709999998
60,2023-10-28T01:54:50.792245,2023-10-28T02:11:56.111278,2023-10-28T02:17:23.904584,2023-10-28T02:18:43.309731,1432517.486
57,2023-10-28T01:54:50.790428,2023-10-28T02:13:21.456034,2023-10-28T02:18:43.310614,2023-10-28T02:20:00.395629,1509605.2010000001
59,2023-10-28T01:54:50.858848,2023-10-28T02:14:42.413049,2023-10-28T02:20:00.396854,2023-10-28T02:21:15.742491,1584883.643
