id_video,sent,received,started,succeeded,time_request
132,2023-11-09T03:56:20.382191,2023-11-09T03:56:20.377169,2023-11-09T03:56:20.378476,2023-11-09T03:57:33.552755,73170.564
136,2023-11-09T03:56:20.380702,2023-11-09T03:56:20.378139,2023-11-09T03:57:33.554002,2023-11-09T03:58:46.591070,146210.368
134,2023-11-09T03:56:20.377767,2023-11-09T03:56:20.380035,2023-11-09T03:58:46.592726,2023-11-09T04:00:00.638302,220260.535
133,2023-11-09T03:56:20.384184,2023-11-09T03:56:20.381409,2023-11-09T04:00:00.639406,2023-11-09T04:01:14.989835,294605.651
131,2023-11-09T03:56:20.385993,2023-11-09T03:56:20.383429,2023-11-09T04:01:14.991144,2023-11-09T04:02:29.640042,369254.049
135,2023-11-09T03:56:20.413983,2023-11-09T03:57:33.554900,2023-11-09T04:02:29.641296,2023-11-09T04:03:44.570366,444156.38300000003
140,2023-11-09T03:56:20.970092,2023-11-09T03:58:46.593641,2023-11-09T04:03:44.571575,2023-11-09T04:04:59.674325,518704.23300000007
137,2023-11-09T03:56:20.981774,2023-11-09T04:00:00.640503,2023-11-09T04:04:59.675121,2023-11-09T04:06:15.501851,594520.077
138,2023-11-09T03:56:21.038678,2023-11-09T04:01:14.992118,2023-11-09T04:06:15.503093,2023-11-09T04:07:32.172364,671133.686
139,2023-11-09T03:56:21.048370,2023-11-09T04:02:29.641949,2023-11-09T04:07:32.270930,2023-11-09T04:08:47.234677,746186.307
142,2023-11-09T03:56:21.556180,2023-11-09T04:03:44.572905,2023-11-09T04:08:47.236117,2023-11-09T04:10:02.290552,820734.372
143,2023-11-09T03:56:21.563682,2023-11-09T04:04:59.676405,2023-11-09T04:10:02.291471,2023-11-09T04:11:16.437172,894873.49
146,2023-11-09T03:56:21.611519,2023-11-09T04:06:15.503710,2023-11-09T04:11:16.438572,2023-11-09T04:12:30.340916,968729.397
141,2023-11-09T03:56:21.618696,2023-11-09T04:07:32.271320,2023-11-09T04:12:30.341562,2023-11-09T04:13:43.519665,1041900.969
145,2023-11-09T03:56:21.624788,2023-11-09T04:08:47.236505,2023-11-09T04:13:43.520627,2023-11-09T04:14:56.583222,1114958.434
144,2023-11-09T03:56:21.765544,2023-11-09T04:10:02.292441,2023-11-09T04:14:56.584588,2023-11-09T04:16:10.811467,1189045.923
147,2023-11-09T03:56:21.870357,2023-11-09T04:11:16.439824,2023-11-09T04:16:10.812542,2023-11-09T04:17:26.020632,1264150.275
148,2023-11-09T03:56:22.008202,2023-11-09T04:12:30.342682,2023-11-09T04:17:26.022292,2023-11-09T04:18:40.412605,1338404.403
150,2023-11-09T03:56:22.082509,2023-11-09T04:13:43.521726,2023-11-09T04:18:40.413857,2023-11-09T04:19:54.938560,1412856.051
149,2023-11-09T03:56:22.113577,2023-11-09T04:14:56.585400,2023-11-09T04:19:54.939549,2023-11-09T04:21:08.838189,1486724.612
