id_video,sent,received,started,succeeded,time_request
41,2023-11-09T01:10:46.554894,2023-11-09T01:10:46.551765,2023-11-09T01:10:46.553582,2023-11-09T01:12:02.972627,76417.733
44,2023-11-09T01:10:46.557524,2023-11-09T01:10:46.553193,2023-11-09T01:12:02.974167,2023-11-09T01:13:20.549380,153991.856
45,2023-11-09T01:10:46.561777,2023-11-09T01:10:46.560807,2023-11-09T01:13:20.550515,2023-11-09T01:14:35.034021,228472.24399999998
43,2023-11-09T01:10:46.564829,2023-11-09T01:10:46.562531,2023-11-09T01:14:35.035255,2023-11-09T01:15:48.755918,302191.089
42,2023-11-09T01:10:46.563422,2023-11-09T01:10:46.563802,2023-11-09T01:15:48.757298,2023-11-09T01:17:02.005557,375442.135
50,2023-11-09T01:10:46.980461,2023-11-09T01:12:02.975044,2023-11-09T01:17:02.006727,2023-11-09T01:18:16.724736,449744.275
49,2023-11-09T01:10:47.069394,2023-11-09T01:13:20.551526,2023-11-09T01:18:16.726049,2023-11-09T01:19:30.727677,523658.283
48,2023-11-09T01:10:47.081209,2023-11-09T01:14:35.036341,2023-11-09T01:19:30.728579,2023-11-09T01:20:44.909428,597828.219
47,2023-11-09T01:10:47.088667,2023-11-09T01:15:48.757974,2023-11-09T01:20:44.910712,2023-11-09T01:22:00.069824,672981.157
46,2023-11-09T01:10:47.131196,2023-11-09T01:17:02.008579,2023-11-09T01:22:00.071264,2023-11-09T01:23:14.838395,747707.1989999999
