id_video,sent,finished,time_request
463,2023-11-18T05:13:34.703978,2023-11-18T05:14:51.050612,76346.63399999999
461,2023-11-18T05:13:34.743572,2023-11-18T05:16:09.419044,154675.472
464,2023-11-18T05:13:34.789465,2023-11-18T05:17:25.919937,231130.472
462,2023-11-18T05:13:34.669491,2023-11-18T05:17:26.350704,231681.21300000002
466,2023-11-18T05:13:35.225379,2023-11-18T05:18:42.288944,307063.565
460,2023-11-18T05:13:34.675857,2023-11-18T05:18:42.757547,308081.69
468,2023-11-18T05:13:35.268268,2023-11-18T05:19:59.016003,383747.735
465,2023-11-18T05:13:35.270185,2023-11-18T05:20:02.973279,387703.09400000004
467,2023-11-18T05:13:35.212894,2023-11-18T05:20:50.154519,434941.625
469,2023-11-18T05:13:35.319545,2023-11-18T05:21:15.631615,460312.07
