id_video,sent,received,started,succeeded,time_request
115,2023-11-09T03:13:34.721180,2023-11-09T03:13:34.721760,2023-11-09T03:13:34.722230,2023-11-09T03:14:48.427487,73706.307
114,2023-11-09T03:13:34.727542,2023-11-09T03:13:34.724984,2023-11-09T03:14:48.457635,2023-11-09T03:16:03.133728,148406.186
112,2023-11-09T03:13:34.729610,2023-11-09T03:13:34.725978,2023-11-09T03:16:03.134708,2023-11-09T03:17:17.546232,222816.622
113,2023-11-09T03:13:34.738271,2023-11-09T03:13:34.737584,2023-11-09T03:17:17.546851,2023-11-09T03:18:31.710881,296972.61
116,2023-11-09T03:13:34.801868,2023-11-09T03:13:34.794491,2023-11-09T03:18:31.711881,2023-11-09T03:19:46.506210,371704.342
111,2023-11-09T03:13:34.857767,2023-11-09T03:14:48.458063,2023-11-09T03:19:46.507928,2023-11-09T03:21:01.290388,446432.621
118,2023-11-09T03:13:35.138992,2023-11-09T03:16:03.136426,2023-11-09T03:21:01.291289,2023-11-09T03:22:15.214117,520075.12499999994
119,2023-11-09T03:13:35.151506,2023-11-09T03:17:17.548586,2023-11-09T03:22:15.215467,2023-11-09T03:23:29.034934,593883.428
120,2023-11-09T03:13:35.190383,2023-11-09T03:18:31.712882,2023-11-09T03:23:29.036177,2023-11-09T03:24:43.649577,668459.194
117,2023-11-09T03:13:35.220572,2023-11-09T03:19:46.508346,2023-11-09T03:24:43.650560,2023-11-09T03:25:57.969543,742748.971
124,2023-11-09T03:13:35.629565,2023-11-09T03:21:01.292431,2023-11-09T03:25:57.970126,2023-11-09T03:27:13.240923,817611.358
121,2023-11-09T03:13:35.739482,2023-11-09T03:22:15.216085,2023-11-09T03:27:13.242467,2023-11-09T03:28:27.178231,891438.7490000001
126,2023-11-09T03:13:35.779189,2023-11-09T03:23:29.037114,2023-11-09T03:28:27.180491,2023-11-09T03:29:42.742663,966963.474
127,2023-11-09T03:13:35.937679,2023-11-09T03:24:43.651002,2023-11-09T03:29:42.743796,2023-11-09T03:30:57.222159,1041284.48
123,2023-11-09T03:13:35.968051,2023-11-09T03:25:57.971309,2023-11-09T03:30:57.223325,2023-11-09T03:32:13.401153,1117433.102
122,2023-11-09T03:13:36.041379,2023-11-09T03:27:13.243633,2023-11-09T03:32:13.402254,2023-11-09T03:33:28.524717,1192483.338
128,2023-11-09T03:13:36.075883,2023-11-09T03:28:27.180689,2023-11-09T03:33:28.526082,2023-11-09T03:34:42.654201,1266578.318
129,2023-11-09T03:13:36.084287,2023-11-09T03:29:42.744831,2023-11-09T03:34:42.655032,2023-11-09T03:35:57.046707,1340962.4200000002
125,2023-11-09T03:13:36.104068,2023-11-09T03:30:57.224514,2023-11-09T03:35:57.047904,2023-11-09T03:37:12.652366,1416548.298
130,2023-11-09T03:13:36.598379,2023-11-09T03:32:13.403246,2023-11-09T03:37:12.653516,2023-11-09T03:38:26.838818,1490240.439
