id_video,sent,finished,time_request
213,2023-11-18T21:04:53.087624,2023-11-18T21:06:07.597263,74509.63900000001
217,2023-11-18T21:04:53.477912,2023-11-18T21:07:24.767413,151289.501
207,2023-11-18T21:04:52.784441,2023-11-18T21:08:42.175852,229391.411
205,2023-11-18T21:04:52.219574,2023-11-18T21:08:52.970634,240751.06
208,2023-11-18T21:04:52.686806,2023-11-18T21:09:59.026096,306339.29
273,2023-11-18T21:04:57.469621,2023-11-18T21:10:08.742287,311272.666
225,2023-11-18T21:04:54.024369,2023-11-18T21:11:14.555251,380530.88200000004
211,2023-11-18T21:04:52.674882,2023-11-18T21:11:24.205489,391530.60699999996
210,2023-11-18T21:04:52.850739,2023-11-18T21:12:08.971872,436121.133
234,2023-11-18T21:04:54.476790,2023-11-18T21:12:31.638651,457161.861
203,2023-11-18T21:04:52.203902,2023-11-18T21:12:40.036207,467832.305
201,2023-11-18T21:04:52.239755,2023-11-18T21:13:23.918863,511679.108
221,2023-11-18T21:04:53.613046,2023-11-18T21:13:48.793696,535180.65
206,2023-11-18T21:04:52.194234,2023-11-18T21:13:56.361135,544166.9010000001
202,2023-11-18T21:04:52.202522,2023-11-18T21:14:38.546720,586344.198
214,2023-11-18T21:04:53.067872,2023-11-18T21:15:05.688508,612620.6359999999
212,2023-11-18T21:04:53.048710,2023-11-18T21:15:12.420046,619371.336
215,2023-11-18T21:04:53.178387,2023-11-18T21:15:53.511529,660333.142
249,2023-11-18T21:04:55.903129,2023-11-18T21:16:22.288995,686385.8659999999
218,2023-11-18T21:04:53.407522,2023-11-18T21:16:28.992095,695584.573
222,2023-11-18T21:04:53.780659,2023-11-18T21:17:08.303685,734523.026
241,2023-11-18T21:04:55.428186,2023-11-18T21:17:38.897020,763468.834
209,2023-11-18T21:04:52.713488,2023-11-18T21:17:45.853543,773140.0549999999
216,2023-11-18T21:04:53.298704,2023-11-18T21:18:24.822888,811524.184
244,2023-11-18T21:04:55.430098,2023-11-18T21:18:55.734216,840304.118
223,2023-11-18T21:04:53.795241,2023-11-18T21:19:02.661938,848866.697
224,2023-11-18T21:04:53.960695,2023-11-18T21:19:38.546605,884585.91
204,2023-11-18T21:04:53.509453,2023-11-18T21:20:11.455185,917945.7320000001
220,2023-11-18T21:04:53.528918,2023-11-18T21:20:19.122738,925593.8200000001
226,2023-11-18T21:04:53.917565,2023-11-18T21:20:53.604424,959686.859
219,2023-11-18T21:04:53.423406,2023-11-18T21:21:27.701959,994278.553
227,2023-11-18T21:04:54.063511,2023-11-18T21:21:36.141463,1002077.9519999999
230,2023-11-18T21:04:54.250220,2023-11-18T21:22:07.728664,1033478.4440000001
250,2023-11-18T21:04:55.809049,2023-11-18T21:22:44.738252,1068929.203
229,2023-11-18T21:04:54.122122,2023-11-18T21:22:53.119869,1078997.747
228,2023-11-18T21:04:54.142525,2023-11-18T21:23:22.848562,1108706.037
245,2023-11-18T21:04:55.477292,2023-11-18T21:23:59.382122,1143904.8299999998
235,2023-11-18T21:04:54.540651,2023-11-18T21:24:08.430331,1153889.68
243,2023-11-18T21:04:55.441230,2023-11-18T21:24:38.567205,1183125.9749999999
236,2023-11-18T21:04:54.635439,2023-11-18T21:25:16.744675,1222109.236
247,2023-11-18T21:04:55.817738,2023-11-18T21:25:24.717807,1228900.0690000001
252,2023-11-18T21:04:56.136008,2023-11-18T21:25:54.309268,1258173.26
257,2023-11-18T21:04:56.376035,2023-11-18T21:26:33.059261,1296683.226
231,2023-11-18T21:04:54.334354,2023-11-18T21:26:40.637869,1306303.5150000001
233,2023-11-18T21:04:54.446156,2023-11-18T21:27:09.664375,1335218.219
266,2023-11-18T21:04:57.084638,2023-11-18T21:27:48.391434,1371306.796
232,2023-11-18T21:04:54.449081,2023-11-18T21:27:57.442936,1382993.855
237,2023-11-18T21:04:54.680108,2023-11-18T21:28:24.964313,1410284.2049999998
239,2023-11-18T21:04:54.833545,2023-11-18T21:29:05.724230,1450890.685
238,2023-11-18T21:04:54.874707,2023-11-18T21:29:13.740583,1458865.8760000002
246,2023-11-18T21:04:55.646503,2023-11-18T21:29:40.731226,1485084.723
240,2023-11-18T21:04:54.914761,2023-11-18T21:30:20.970936,1526056.175
242,2023-11-18T21:04:55.725192,2023-11-18T21:30:30.524536,1534799.344
248,2023-11-18T21:04:55.764748,2023-11-18T21:30:56.794604,1561029.8560000001
258,2023-11-18T21:04:56.473476,2023-11-18T21:31:37.614886,1601141.41
253,2023-11-18T21:04:56.482871,2023-11-18T21:31:45.776340,1609293.469
259,2023-11-18T21:04:56.619815,2023-11-18T21:32:12.574473,1635954.658
262,2023-11-18T21:04:56.769999,2023-11-18T21:32:53.558645,1676788.646
255,2023-11-18T21:04:56.283399,2023-11-18T21:33:02.014062,1685730.663
260,2023-11-18T21:04:56.653478,2023-11-18T21:33:28.052563,1711399.085
256,2023-11-18T21:04:56.316383,2023-11-18T21:34:09.903538,1753587.155
251,2023-11-18T21:04:55.956826,2023-11-18T21:34:18.503413,1762546.587
254,2023-11-18T21:04:56.317208,2023-11-18T21:34:43.721332,1787404.1239999998
263,2023-11-18T21:04:56.855091,2023-11-18T21:35:26.361994,1829506.903
269,2023-11-18T21:04:57.181596,2023-11-18T21:35:33.450807,1836269.2110000001
270,2023-11-18T21:04:57.321801,2023-11-18T21:35:59.682792,1862360.991
279,2023-11-18T21:04:57.981826,2023-11-18T21:36:42.759448,1904777.622
261,2023-11-18T21:04:56.655842,2023-11-18T21:36:47.919653,1911263.811
267,2023-11-18T21:04:56.991023,2023-11-18T21:37:15.091494,1938100.471
264,2023-11-18T21:04:57.103023,2023-11-18T21:38:00.062121,1982959.098
265,2023-11-18T21:04:57.060701,2023-11-18T21:38:03.202992,1986142.291
268,2023-11-18T21:04:57.118308,2023-11-18T21:38:30.088372,2012970.064
276,2023-11-18T21:04:57.648299,2023-11-18T21:39:16.020956,2058372.657
271,2023-11-18T21:04:57.434570,2023-11-18T21:39:19.578825,2062144.2550000001
274,2023-11-18T21:04:57.510714,2023-11-18T21:39:44.560829,2087050.115
272,2023-11-18T21:04:57.723002,2023-11-18T21:40:32.848097,2135125.0949999997
275,2023-11-18T21:04:57.577957,2023-11-18T21:40:36.180303,2138602.346
278,2023-11-18T21:04:57.809294,2023-11-18T21:40:59.915357,2162106.063
280,2023-11-18T21:04:57.905499,2023-11-18T21:41:48.805894,2210900.395
277,2023-11-18T21:04:57.829755,2023-11-18T21:41:53.437235,2215607.48
