id_video,sent,finished,time_request
2,2023-11-18T17:24:04.091405,2023-11-18T17:25:20.737287,76645.882
7,2023-11-18T17:24:05.543164,2023-11-18T17:26:37.947918,152404.754
18,2023-11-18T17:24:06.429440,2023-11-18T17:27:55.822344,229392.90399999998
14,2023-11-18T17:24:05.971585,2023-11-18T17:28:13.245231,247273.646
8,2023-11-18T17:24:04.599220,2023-11-18T17:29:13.192407,308593.187
12,2023-11-18T17:24:06.174115,2023-11-18T17:29:31.809441,325635.326
1,2023-11-18T17:24:04.104118,2023-11-18T17:30:29.251193,385147.07499999995
3,2023-11-18T17:24:04.204050,2023-11-18T17:30:49.031169,404827.119
4,2023-11-18T17:24:04.366325,2023-11-18T17:31:37.072160,452705.83499999996
6,2023-11-18T17:24:04.296878,2023-11-18T17:31:45.702295,461405.417
5,2023-11-18T17:24:04.373392,2023-11-18T17:32:08.002301,483628.90900000004
10,2023-11-18T17:24:04.669533,2023-11-18T17:32:56.180388,531510.855
9,2023-11-18T17:24:04.706002,2023-11-18T17:33:01.181716,536475.714
13,2023-11-18T17:24:06.006350,2023-11-18T17:33:26.286738,560280.388
11,2023-11-18T17:24:06.027919,2023-11-18T17:34:14.608098,608580.179
15,2023-11-18T17:24:06.037268,2023-11-18T17:34:16.853035,610815.767
16,2023-11-18T17:24:06.067565,2023-11-18T17:34:43.126979,637059.414
20,2023-11-18T17:24:06.404810,2023-11-18T17:35:31.714599,685309.789
19,2023-11-18T17:24:06.514561,2023-11-18T17:35:34.265891,687751.3300000001
17,2023-11-18T17:24:06.405933,2023-11-18T17:36:00.487595,714081.662
