id_video,sent,received,started,succeeded,time_request
3,2023-10-28T00:26:13.712882,2023-10-28T00:26:13.713609,2023-10-28T00:26:13.718020,2023-10-28T00:27:35.521928,81809.046
1,2023-10-28T00:26:13.716114,2023-10-28T00:26:13.714076,2023-10-28T00:27:35.523098,2023-10-28T00:28:51.688471,157972.357
2,2023-10-28T00:26:13.718933,2023-10-28T00:26:13.717406,2023-10-28T00:28:51.689177,2023-10-28T00:30:09.262397,235543.464
4,2023-10-28T00:26:13.971409,2023-10-28T00:26:13.968509,2023-10-28T00:30:09.263454,2023-10-28T00:31:26.655147,312683.738
5,2023-10-28T00:26:13.978499,2023-10-28T00:26:13.971949,2023-10-28T00:31:26.655959,2023-10-28T00:32:41.286838,387308.339
6,2023-10-28T00:26:13.986298,2023-10-28T00:27:35.524482,2023-10-28T00:32:41.287698,2023-10-28T00:33:54.616208,460629.91
7,2023-10-28T00:26:14.476475,2023-10-28T00:28:51.691051,2023-10-28T00:33:54.617720,2023-10-28T00:35:08.037828,533561.353
8,2023-10-28T00:26:14.478699,2023-10-28T00:30:09.264489,2023-10-28T00:35:08.038773,2023-10-28T00:36:23.500622,609021.9230000001
9,2023-10-28T00:26:14.481909,2023-10-28T00:31:26.657139,2023-10-28T00:36:23.502051,2023-10-28T00:37:44.432550,689950.6410000001
10,2023-10-28T00:26:14.488919,2023-10-28T00:32:41.289005,2023-10-28T00:37:44.433176,2023-10-28T00:39:04.748811,770259.892
11,2023-10-28T00:26:15.194319,2023-10-28T00:33:54.618072,2023-10-28T00:39:04.750581,2023-10-28T00:40:26.542781,851348.462
13,2023-10-28T00:26:15.201420,2023-10-28T00:35:08.039049,2023-10-28T00:40:26.543535,2023-10-28T00:41:49.191879,933990.459
12,2023-10-28T00:26:15.206769,2023-10-28T00:36:23.502621,2023-10-28T00:41:49.193303,2023-10-28T00:43:10.257307,1015050.538
14,2023-10-28T00:26:15.209415,2023-10-28T00:37:44.434580,2023-10-28T00:43:10.258197,2023-10-28T00:44:30.357990,1095148.575
15,2023-10-28T00:26:15.224003,2023-10-28T00:39:04.751875,2023-10-28T00:44:30.358805,2023-10-28T00:45:47.143438,1171919.435
16,2023-10-28T00:26:15.652393,2023-10-28T00:40:26.544867,2023-10-28T00:45:47.143974,2023-10-28T00:47:06.143977,1250491.584
17,2023-10-28T00:26:15.760954,2023-10-28T00:41:49.194732,2023-10-28T00:47:06.144645,2023-10-28T00:48:24.410734,1328649.78
18,2023-10-28T00:26:15.764274,2023-10-28T00:43:10.259335,2023-10-28T00:48:24.411508,2023-10-28T00:49:41.867447,1406103.173
19,2023-10-28T00:26:15.836323,2023-10-28T00:44:30.359849,2023-10-28T00:49:41.868683,2023-10-28T00:50:56.922804,1481086.4810000001
20,2023-10-28T00:26:15.885725,2023-10-28T00:45:47.145183,2023-10-28T00:50:56.924025,2023-10-28T00:52:11.401133,1555515.408
