id_video,sent,received,started,succeeded,time_request
42,2023-10-28T03:03:53.695533,2023-10-28T03:03:53.696031,2023-10-28T03:03:53.697759,2023-10-28T03:05:10.980142,77284.609
43,2023-10-28T03:03:53.698168,2023-10-28T03:03:53.698520,2023-10-28T03:05:10.995777,2023-10-28T03:06:28.711017,155012.849
45,2023-10-28T03:03:53.701390,2023-10-28T03:03:53.702425,2023-10-28T03:06:28.712706,2023-10-28T03:07:46.737698,233036.308
41,2023-10-28T03:03:53.704329,2023-10-28T03:03:53.703440,2023-10-28T03:07:46.739423,2023-10-28T03:09:03.680908,309976.579
44,2023-10-28T03:03:53.706110,2023-10-28T03:03:53.705272,2023-10-28T03:09:03.682387,2023-10-28T03:10:20.122680,386416.57
48,2023-10-28T03:03:54.551394,2023-10-28T03:05:10.996146,2023-10-28T03:10:20.124078,2023-10-28T03:11:36.850715,462299.321
47,2023-10-28T03:03:54.552236,2023-10-28T03:06:28.713249,2023-10-28T03:11:36.851780,2023-10-28T03:12:53.249322,538697.086
46,2023-10-28T03:03:54.554044,2023-10-28T03:07:46.740839,2023-10-28T03:12:53.250193,2023-10-28T03:14:10.082983,615528.939
49,2023-10-28T03:03:54.556821,2023-10-28T03:09:03.683194,2023-10-28T03:14:10.084011,2023-10-28T03:15:27.748271,693191.4500000001
50,2023-10-28T03:03:54.559952,2023-10-28T03:10:20.125290,2023-10-28T03:15:27.749075,2023-10-28T03:16:44.531917,769971.965
